codigo,distrito,departamento,municipio,establecimiento,direccion,telefono,supervisor,director,sector,area,modalidad,jornada,plan,departamental,establecimiento_norm,direccion_norm,telefono_norm
16-08-0209-46,16-042,Alta Verapaz,senahu,instituto nacional de educacion diversificada,cooperativa semarac i,49630930,jorge erwin cucul quib,josé angel coy xól,oficial,rural,bilingue,vespertina,diario(regular),alta verapaz,nacional de educacion diversificada,cooperativa semarac i,49630930
16-08-1583-46,16-013,Alta Verapaz,senahu,instituto privado mixto de magisterio bilingue nauq,barrio centro,49759554,oscar guillermo anibal garcía humblers,ana lucia reiche perez,privado,urbana,bilingue,vespertina,diario(regular),alta verapaz,privado mixto de magisterio bilingue nauq,barrio,49759554
16-09-0386-46,16-018,Alta Verapaz,san pedro carcha,instituto nacional de educacion diversificada,aldea campur,55245770,cecilio dadaí ovando azurdia,josefina choc cuz,oficial,rural,monolingue,vespertina,diario(regular),alta verapaz,nacional de educacion diversificada,aldea campur,55245770
16-09-0717-46,16-033,Alta Verapaz,san pedro carcha,instituto adolfo v hall del norte,3a. calle a 3-68 z 4 barrio bella vista,79516463,oscar rené ventura zac,herberth haroldo belteton chiquin,oficial,urbana,monolingue,doble,diario(regular),alta verapaz,adolfo v hall del norte,3a. calle a 3-68 z 4 barrio bella vista,79516463
16-09-0756-46,16-033,Alta Verapaz,san pedro carcha,colegio sthella de hernandez,diagonal 2 10-73 z 2,79516876,oscar rené ventura zac,orley edwin meléndez rosales,privado,urbana,monolingue,matutina,diario(regular),alta verapaz,sthella de hernandez,diagonal 2 10-73 z 2,79516876
16-09-0763-46,16-018,Alta Verapaz,san pedro carcha,instituto mixto de educacion bilingue intercultural imebi,aldea campur,79514189,cecilio dadaí ovando azurdia,esteban jose ax caal,privado,rural,bilingue,doble,fin de semana,alta verapaz,mixto de educacion bilingue intercultural imebi,aldea campur,79514189
16-09-0796-46,16-017,Alta Verapaz,san pedro carcha,instituto nacional de educacion diversificada,aldea caquigual,58138051,layza mariela castro caal,carlos enrique chón caal,oficial,rural,monolingue,vespertina,diario(regular),alta verapaz,nacional de educacion diversificada,aldea caquigual,58138051
16-09-0820-46,16-033,Alta Verapaz,san pedro carcha,instituto nacional de educacion diversificada,aldea chiquixji,42809114,oscar rené ventura zac,angélica violeta tiú aguaré,oficial,rural,monolingue,vespertina,diario(regular),alta verapaz,nacional de educacion diversificada,aldea chiquixji,42809114
16-09-0827-46,16-016,Alta Verapaz,san pedro carcha,instituto nacional de educacion diversificada,aldea sacrab,44927951,ervin anibal cac chún,heidy karina pop mejía,oficial,rural,bilingue,matutina,diario(regular),alta verapaz,nacional de educacion diversificada,aldea sacrab,44927951
16-09-0828-46,16-033,Alta Verapaz,san pedro carcha,instituto de educacion basica bilingue intercultural la trinidad,2a. calle 3-24 z 7 colonia santo domingo,51591871,oscar rené ventura zac,agustin pelicó pérez,privado,urbana,bilingue,doble,fin de semana,alta verapaz,de educacion basica bilingue intercultural la trinidad,2a. calle 3-24 z 7 colonia santo domingo,51591871
16-09-0834-46,16-033,Alta Verapaz,san pedro carcha,liceo de superacion a distancia verapacense,residenciales raxpec sector chajuch lote numero 17,77250339,oscar rené ventura zac,enrique che tux,privado,urbana,bilingue,doble,a distancia,alta verapaz,de superacion a distancia verapacense,residenciales raxpec sector chajuch lote numero 17,77250339
16-09-0837-46,16-016,Alta Verapaz,san pedro carcha,instituto nacional de educacion diversificada,aldea cojaj,44927951,ervin anibal cac chún,verónica guadalupe xó rey,oficial,rural,bilingue,matutina,diario(regular),alta verapaz,nacional de educacion diversificada,aldea cojaj,44927951
16-09-0838-46,16-014,Alta Verapaz,san pedro carcha,instituto nacional de educacion diversificada,aldea chacalte,40210652,victor yat maquin,mario ruben caal botzoc,oficial,rural,bilingue,matutina,diario(regular),alta verapaz,nacional de educacion diversificada,aldea chacalte,40210652
16-09-0839-46,16-014,Alta Verapaz,san pedro carcha,instituto nacional de educacion diversificada,aldea xicacao,40210652,victor yat maquin,julieta adelina wirsing ac,oficial,rural,bilingue,matutina,diario(regular),alta verapaz,nacional de educacion diversificada,aldea xicacao,40210652
16-09-0840-46,16-033,Alta Verapaz,san pedro carcha,instituto nacional de educacion diversificada,colonia chibujbu 2a. calle final z 5,55242015,oscar rené ventura zac,esven gamaliel garcía molina,oficial,urbana,monolingue,vespertina,diario(regular),alta verapaz,nacional de educacion diversificada,colonia chibujbu 2a. calle final z 5,55242015
16-09-0844-46,16-033,Alta Verapaz,san pedro carcha,colegio sagrada familia,4ta. calle final z 1,77360929,oscar rené ventura zac,moises nicomedes paque caal,privado,urbana,monolingue,vespertina,diario(regular),alta verapaz,sagrada familia,4ta. calle final z 1,77360929
16-09-0848-46,16-050,Alta Verapaz,san pedro carcha,centro de educacion extraescolar,san pedro carcha,42809114,maximiliano chub ical,lissy steissy sierra lópez,oficial,urbana,monolingue,doble,semipresencial,alta verapaz,de educacion extraescolar,san pedro carcha,42809114
16-09-0852-46,16-033,Alta Verapaz,san pedro carcha,colegio salesiano don bosco,5a. calle 7-86 z 1,79516647,oscar rené ventura zac,german raul caal tiul,privado,urbana,monolingue,matutina,diario(regular),alta verapaz,salesiano don bosco,5a. calle 7-86 z 1,79516647
16-09-0855-46,16-050,Alta Verapaz,san pedro carcha,centro de educacion extraescolar ceex,6ta. calle 3era. av z 2,46280307,maximiliano chub ical,sara floridalma cú tiul,privado,rural,bilingue,doble,semipresencial,alta verapaz,de educacion extraescolar ceex,6ta. calle 3era. av z 2,46280307
16-09-0860-46,16-033,Alta Verapaz,san pedro carcha,instituto de educacion basica bilingue intercultural la trinidad,2a. calle 3-24 zona7 colonia santo domingo,51591871,oscar rené ventura zac,agustin pelicó pérez,privado,urbana,monolingue,sin jornada,semipresencial (fin de semana),alta verapaz,de educacion basica bilingue intercultural la trinidad,2a. calle 3-24 zona7 colonia santo domingo,51591871
16-09-0877-46,16-050,Alta Verapaz,san pedro carcha,centro de educacion extraescolar ceex,aldea sejalal,46538083,maximiliano chub ical,hector manuel cac cucul,oficial,rural,bilingue,matutina,semipresencial,alta verapaz,de educacion extraescolar ceex,aldea sejalal,46538083
16-09-0880-46,16-017,Alta Verapaz,san pedro carcha,instituto nacional de educacion diversificada,aldea tanchi,40838729,layza mariela castro caal,edgar leonel del valle xó,oficial,rural,monolingue,matutina,diario(regular),alta verapaz,nacional de educacion diversificada,aldea tanchi,40838729
16-09-0882-46,16-033,Alta Verapaz,san pedro carcha,instituto nacional de educacion diversificada,aldea pocola,49074025,oscar rené ventura zac,alán wilfredo paau tot,oficial,rural,bilingue,matutina,diario(regular),alta verapaz,nacional de educacion diversificada,aldea pocola,49074025
16-09-0883-46,16-033,Alta Verapaz,san pedro carcha,instituto nacional de educacion diversificada,aldea chicojl,30223298,oscar rené ventura zac,manuel tiul pop,oficial,rural,bilingue,matutina,diario(regular),alta verapaz,nacional de educacion diversificada,aldea chicojl,30223298
16-09-0885-46,16-033,Alta Verapaz,san pedro carcha,instituto nacional de educacion diversificada,aldea chiyo,58410749,oscar rené ventura zac,zoila esperanza coc macz,oficial,rural,bilingue,matutina,diario(regular),alta verapaz,nacional de educacion diversificada,aldea chiyo,58410749
16-09-1574-46,16-033,Alta Verapaz,san pedro carcha,centro educativo particular don bosco,aldea tzacaniha,79515955,oscar rené ventura zac,salvador ajualip rodríguez,privado,rural,bilingue,matutina,diario(regular),alta verapaz,educativo particular don bosco,aldea tzacaniha,79515955
16-09-6450-46,16-033,Alta Verapaz,san pedro carcha,centro educativo privado talita kumi,1a. calle 2-50 z 8,79629100,oscar rené ventura zac,maurinda beatriz molina saravia,privado,urbana,monolingue,matutina,diario(regular),alta verapaz,educativo privado talita kumi,1a. calle 2-50 z 8,79629100
16-10-0062-46,16-019,Alta Verapaz,san juan chamelco,colegio particular mixto kairos,0 av 1a. calle no. 002 z 4 barrio santo domingo,79500460,eduardo yalibat,edwin nazareth meléndez fernández,privado,urbana,monolingue,matutina,diario(regular),alta verapaz,particular mixto kairos,0 av 1a. calle no. 002 z 4 barrio santo domingo,79500460
16-10-0063-46,16-019,Alta Verapaz,san juan chamelco,colegio particular mixto kairos,0 av 1a calle no. 002 z 4 barrio santo domingo,79500460,eduardo yalibat,edwin nazareth meléndez fernández,privado,urbana,monolingue,vespertina,diario(regular),alta verapaz,particular mixto kairos,0 av 1a calle no. 002 z 4 barrio santo domingo,79500460
16-10-0064-46,16-019,Alta Verapaz,san juan chamelco,instituto nacional de educacion diversificada,2a. av 7-66 z dos barrio santa ana oriental,30744270,eduardo yalibat,yessica pahola ho isem,oficial,urbana,monolingue,vespertina,diario(regular),alta verapaz,nacional de educacion diversificada,2a. av 7-66 z dos barrio santa ana oriental,30744270
16-10-0072-46,16-019,Alta Verapaz,san juan chamelco,colegio particular mixto kairos,1era. calle 0-02 z 4,79500460,eduardo yalibat,edwin nazareth meléndez fernández,privado,urbana,bilingue,doble,fin de semana,alta verapaz,particular mixto kairos,1era. calle 0-02 z 4,79500460
16-10-1400-46,16-019,Alta Verapaz,san juan chamelco,instituto tecnico en recursos naturales,finca municipal chipar,79500480,eduardo yalibat,erick fernando choc garcía,privado,urbana,monolingue,doble,diario(regular),alta verapaz,tecnico en recursos naturales,finca municipal chipar,79500480
16-10-9601-46,16-019,Alta Verapaz,san juan chamelco,centro educativo menonita q eqchi bezaleel,aldea saquija,79500397,eduardo yalibat,francisco bernal gonzález,privado,rural,monolingue,vespertina,diario(regular),alta verapaz,educativo menonita q eqchi bezaleel,aldea saquija,79500397
16-11-0062-46,16-021,Alta Verapaz,lanquin,instituto mixto privado francisco oswaldo reyes narciso,barrio san nicolas,57073563,mynor danilo torres juárez,luis romeo bailón de la cruz,privado,urbana,monolingue,sin jornada,semipresencial (fin de semana),alta verapaz,mixto privado francisco oswaldo reyes narciso,barrio san nicolas,57073563
16-11-0089-46,16-050,Alta Verapaz,lanquin,centro de educacion extraescolar ceex,colonia belen,55240728,maximiliano chub ical,mariana eizabeth argueta córdova,oficial,urbana,monolingue,doble,diario(regular),alta verapaz,de educacion extraescolar ceex,colonia belen,55240728
16-11-9092-46,16-021,Alta Verapaz,lanquin,instituto mixto privado de magisterio bilingue,cabecera,30907134,mynor danilo torres juárez,jorge mario juárez figueroa,privado,urbana,bilingue,vespertina,diario(regular),alta verapaz,mixto privado de magisterio bilingue,cabecera,30907134
16-12-0113-46,16-022,Alta Verapaz,santa maria cahabon,centro de estudios preuniversitarios cahabon ceprec,barrio san pablo,45353648,horacio waldemar juárez argueta,ernesto yaxcal cuz,privado,urbana,monolingue,vespertina,diario(regular),alta verapaz,de estudios preuniversitarios cahabon ceprec,barrio san pablo,45353648
16-12-0125-46,16-022,Alta Verapaz,santa maria cahabon,instituto nacional de educacion diversificada,barrio centro,30892606,horacio waldemar juárez argueta,mauricio xí choc,oficial,rural,monolingue,vespertina,diario(regular),alta verapaz,nacional de educacion diversificada,barrio,30892606
16-12-0182-46,16-022,Alta Verapaz,santa maria cahabon,instituto agroecologico de educacion bilingue fray domingo de vico,barrio san pedro,30708664,horacio waldemar juárez argueta,josé filiberto quim xol,privado,urbana,bilingue,matutina,diario(regular),alta verapaz,agroecologico de educacion bilingue fray domingo de vico,barrio san pedro,30708664
16-12-0189-46,16-022,Alta Verapaz,santa maria cahabon,instituto nacional de educacion diversificada,aldea pinares,46367384,horacio waldemar juárez argueta,saul xí,oficial,rural,monolingue,vespertina,diario(regular),alta verapaz,nacional de educacion diversificada,aldea pinares,46367384
16-12-0203-46,16-050,Alta Verapaz,santa maria cahabon,centro de educacion extraescolar,santa maria cahabon,46918324,maximiliano chub ical,cruz alberto pop chó,oficial,rural,bilingue,doble,semipresencial,alta verapaz,de educacion extraescolar,santa maria cahabon,46918324
16-12-0272-46,16-022,Alta Verapaz,santa maria cahabon,instituto nacional de educacion diversificada,aldea belen,30477741,horacio waldemar juárez argueta,carlos rene choc seb,oficial,urbana,bilingue,matutina,diario(regular),alta verapaz,nacional de educacion diversificada,aldea belen,30477741
16-12-9214-46,16-023,Alta Verapaz,santa maria cahabon,instituto mixto municipal de magisterio bilingue sepoc,aldea sepoc,37297644,elvis benjamín ixím hernandez,rigoberto cho pop,municipal,rural,bilingue,vespertina,diario(regular),alta verapaz,mixto municipal de magisterio bilingue sepoc,aldea sepoc,37297644
16-12-9215-46,16-022,Alta Verapaz,santa maria cahabon,instituto particular ricardo arjona,barrio san juan,58941390,horacio waldemar juárez argueta,césar enrique gonzález,privado,urbana,bilingue,vespertina,diario(regular),alta verapaz,particular ricardo arjona,barrio san juan,58941390
16-13-0240-46,16-024,Alta Verapaz,chisec,liceo mixto privado senderos para la vida,barrio la florida,79510080,cesar rolando chocooj yalibat,humberto chen cabnal,privado,urbana,monolingue,doble,fin de semana,alta verapaz,mixto privado senderos para la vida,barrio la florida,79510080
16-13-0252-46,16-045,Alta Verapaz,chisec,instituto nacional de educacion diversificada,aldea samococh,31453164,alfonso botzoc can,--,oficial,rural,bilingue,matutina,diario(regular),alta verapaz,nacional de educacion diversificada,aldea samococh,31453164
16-13-0254-46,16-024,Alta Verapaz,chisec,instituto nacional de educacion diversificada,barrio el centro,40945091,cesar rolando chocooj yalibat,gabriela saraí cuellar leal,oficial,urbana,monolingue,matutina,diario(regular),alta verapaz,nacional de educacion diversificada,barrio el,40945091
16-13-0265-46,16-024,Alta Verapaz,chisec,colegio cristiano galilea,comunidad san simon ii,57405697,cesar rolando chocooj yalibat,heidy roxana tepaz ramirez,privado,rural,bilingue,matutina,diario(regular),alta verapaz,cristiano galilea,comunidad san simon ii,57405697
16-13-0267-46,16-050,Alta Verapaz,chisec,centro de educacion extraescolar,chisec,46585879,maximiliano chub ical,vilma antonieta rax chon,oficial,rural,bilingue,doble,semipresencial,alta verapaz,de educacion extraescolar,chisec,46585879
16-13-0317-46,16-025,Alta Verapaz,chisec,instituto nacional de educacion diversificada,aldea canlech,48861871,carlos armando paaú tzí,julio césar yat caal,oficial,rural,bilingue,vespertina,diario(regular),alta verapaz,nacional de educacion diversificada,aldea canlech,48861871
16-13-9612-46,16-024,Alta Verapaz,chisec,escuela normal bilingue intercultural,barrio la florida,58871352,cesar rolando chocooj yalibat,maría graciela caal jucub,oficial,urbana,bilingue,matutina,diario(regular),alta verapaz,normal bilingue intercultural,barrio la florida,58871352
16-14-0054-46,16-027,Alta Verapaz,chahal,instituto nacional de educacion diversificada,barrio centro,FORMATO_INV,ledvia imelda sandoval contreras,elsa bernarda lópez caal,oficial,urbana,monolingue,vespertina,diario(regular),alta verapaz,nacional de educacion diversificada,barrio,
16-14-0088-46,16-027,Alta Verapaz,chahal,instituto de educacion diversificada por cooperativa de ensenanza santo domingo,barrio santo domingo,45549508,ledvia imelda sandoval contreras,astrid magaly caal rodriguez,cooperativa,urbana,monolingue,vespertina,diario(regular),alta verapaz,de educacion diversificada por cooperativa de ensenanza santo domingo,barrio santo domingo,45549508
16-14-0092-46,16-027,Alta Verapaz,chahal,instituto de educacion diversificada por cooperativa de ensenanza,barrio santa maria,53255858,ledvia imelda sandoval contreras,edgar natanael tejc mis,cooperativa,urbana,monolingue,vespertina,diario(regular),alta verapaz,de educacion diversificada por cooperativa de ensenanza,barrio santa maria,53255858
16-14-0107-46,16-050,Alta Verapaz,chahal,centro de educacion extraescolar ceex,caserio santa maria chicoc,48185582,maximiliano chub ical,manuel tzalam chen,oficial,rural,bilingue,doble,diario(regular),alta verapaz,de educacion extraescolar ceex,caserio santa maria chicoc,48185582
16-14-1719-46,16-048,Alta Verapaz,chahal,instituto tecnico vocacional san agustin,aldea san agustin chahal viejo,40096817,douglas osmundo lópez barrientos,jairo uriel sevilla mendoza,privado,urbana,monolingue,vespertina,diario(regular),alta verapaz,tecnico vocacional san agustin,aldea san agustin chahal viejo,40096817
